ID,Label,Label FR,Label ES,Definition EN,Definition,Definition,Commentaire,Commentaire,Definition Source,See Also,Editor,Type,Parent Class,Equivalent Class,Domain,Range,Individual has value
SNOMED:443227006,,,,,,,,,,,,,SNOMED:840297006,,,,
SNOMED:717317000,,,,,,,,,,,,,SNOMED:840297006,,,,
SNOMED:445587006,,,,,,,,,,,,,SNOMED:840297006,,,,
SNOMED:252478000,,,,,,,,,,,,,SNOMED:12894003,,,,
SNOMED:431527001,,,,,,,,,,,,,SNOMED:12894003,,,,
SNOMED:445993006,,,,,,,,,,,,,SNOMED:12894003,,,,
SNOMED:252482003,,,,,,,,,,,,,SNOMED:12894003,,,,
SNOMED:404932006,,,,,,,,,,,,,SNOMED:12894003,,,,
SNOMED:450737006,,,,,,,,,,,,,SNOMED:12894003,,,,
SNOMED:58938008,,,,,,,,,,,,,SNOMED:360296002,,,,
SNOMED:27113001,,,,,,,,,,,,,SNOMED:363787002,,,,
SNOMED:1153637007,,,,,,,,,,,,,SNOMED:363787002,,,,
SNOMED:60621009,,,,,,,,,,,,,SNOMED:363787002,,,,
SNOMED:186034007,,,,,,,,"Ongoing discussion, needs legal advise/approval",,,,,SNOMED:302147001,,,,
SNOMED:717227009,,,,,,,,,,,,,PROMOT:0000033,,,,
SNOMED:443125007,,,,,,,,,,,,,PROMOT:0000033,,,,
SNOMED:447007003,,,,,,,,,,,,,PROMOT:0000033,,,,
SNOMED:444680009,,,,,,,,,,,,,PROMOT:0000033,,,,
SNOMED:398192003,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000030,,,,
SNOMED:45929001,,,,,,,,,,,,,SNOMED:21093007,,,,
SNOMED:2272004,,,,,,,,,,,,,SNOMED:21093007,,,,
SNOMED:184099003,,,,,,,,,,,,,SNOMED:302147001,,,,
SNOMED:428203000,,,,,,,,,,,,,,,,,
HP:0000005,,,,,,,,,,,,,BFO:0000019,,,,
HP:0032319,,,,,,,,,,,,,SIO:000475,,,,
SNOMED:224899006,,,,,,,cf. Gait disturbance,,,,,,SNOMED:360296002,,,,
SNOMED:87405001,,,,,,,,,,,,,SNOMED:224899006,,,,
SNOMED:266731002,,,,,,,,,,,,,SNOMED:224899006,,,,
SNOMED:257192006,,,,,,,,,,,,,BFO:0000030|(PROMOT:2000001 some PROMOT:0000025),,,,
SNOMED:50121007,,,,,,,,,,,,,SNOMED:257192006,,,,
SNOMED:420480000,,,,,,,,,,,,,SNOMED:257192006,,,,
SNOMED:87405001,,,,,,,,,,,,,,,,,
ECO:0006151,,,,,,,,,,,,,IAO:0000030 ,,,,
NCBITaxon:9606,,,,,,,,,,,,,(SIO:000217 some SIO:010057),,,,
IAO:0000030,,,,,,,,,,,,,BFO:0000031,,,,
OBI:0100026,,,,,,,,,,,,,BFO:0000040,,,,
PROMOT:0000001,genetic mutation,mutation génetique,mutación genética ,A sequence alteration that is very rare allele in a population.,Une altération génétique qui est rare dans une population.,Una alteración genética que es rara en una población. ,JP: Translated to spanish using Bing Translator,,GENO:0000492,Gene Ontology Resource ,https://orcid.org/0009-0000-5160-7927,,BFO:0000002|(SIO:000217 some SIO:001268)|(RO:0004013 some MONDO:0000001),,,,
PROMOT:0000002,PABPN1 mutation,mutation du gène PABPN1,mutación del gen PAPBN1,A sequence alteration located within the PABPN1 gene,Une altération génétique située au niveau du gène PABPN1.,Una alteración genética ubicada en el gen PABPN1. ,JP: Translated to spanish using Bing Translator,Related to oculopharyngeal muscular dystrophy,,,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000001,,,,
PROMOT:0000003,RYR1 mutation,mutation du gène RYR1,mutación del gen RYR1,A sequence alteration located within the RYR1 gene,Une altération génétique située au niveau du gène RYR1.,Una alteración genética ubicada en el gen RYR1. ,JP: Translated to spanish using Bing Translator,Related to congenital myopathies,,,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000001,,,,
PROMOT:0000004,TTN mutation,mutation du gène TTN,mutación del gen TTN,A sequence alteration located within the TTN gene,Une altération génétique située au niveau du gène TTN.,Una alteración genética ubicada en el gen TTN. ,JP: Translated to spanish using Bing Translator,Related to congenital myopathies,,,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000001,,,,
PROMOT:0000005,NEB mutation,mutation du gène NEB,mutación del gen NEB,A sequence alteration located within the NEB gene,Une altération génétique située au niveau du gène NEB.,Una alteración genética ubicada en el gen NEB. ,JP: Translated to spanish using Bing Translator,Related to congenital myopathies,,,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000001,,,,
PROMOT:0000006,MTM1 mutation,mutation du gène NMTM1,mutación del gen NMTM1,A sequence alteration located within the MTM1 gene,Une altération génétique située au niveau du gène MTM1.,Una alteración genética ubicada en el gen MTM1. ,JP: Translated to spanish using Bing Translator,Related to congenital myopathies,,,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000001,,,,
PROMOT:0000007,ACTA1 mutation,mutation du gène ACTA1,mutación del gen ACTA1,A sequence alteration located within the ACTA1 gene,Une altération génétique située au niveau du gène ACTA1.,Una alteración genética ubicada en el gen ACTA1. ,JP: Translated to spanish using Bing Translator,Related to congenital myopathies,,,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000001,,,,
PROMOT:0000008,SELENON mutation,mutation du gène SELENON,mutación del gen SELENON,A sequence alteration located within the SELENON gene,Une altération génétique située au niveau du gène SELENON.,Una alteración genética ubicada en el gen SELENON. ,JP: Translated to spanish using Bing Translator,Related to congenital myopathies,,,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000001,,,,
PROMOT:0000009,CHRNE mutation,mutation du gène CHRNE,mutación del gen CHRNE,A sequence alteration located within the CHRNE gene,Une altération génétique située au niveau du gène CHRNE.,Una alteración genética ubicada en el gen CHRNE. ,JP: Translated to spanish using Bing Translator,Related to congenital myasthenic syndromes,,,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000001,,,,
PROMOT:0000010,DOK7 mutation,mutation du gène DOK7,mutación del gen DOK7,A sequence alteration located within the DOK7 gene,Une altération génétique située au niveau du gène DOK7.,Una alteración genética ubicada en el gen DOK7. ,JP: Translated to spanish using Bing Translator,Related to congenital myasthenic syndromes,,,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000001,,,,
PROMOT:0000011,COLQ mutation,mutation du gène COLQ,mutación del gen COLQ,A sequence alteration located within the COLQ gene,Une altération génétique située au niveau du gène COLQ.,Una alteración genética ubicada en el gen COLQ. ,JP: Translated to spanish using Bing Translator,Related to congenital myasthenic syndromes,,,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000001,,,,
PROMOT:0000012,RAPSN mutation,mutation du gène RAPSN,mutación del gen RAPSN,A sequence alteration located within the RAPSN gene,Une altération génétique située au niveau du gène RAPSN.,Una alteración genética ubicada en el gen RAPSN. ,JP: Translated to spanish using Bing Translator,Related to congenital myasthenic syndromes,,,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000001,,,,
PROMOT:0000013,GFPT1 mutation,mutation du gène GFPT1,mutación del gen GFPT1,A sequence alteration located within the GFPT1 gene,Une altération génétique située au niveau du gène GFPT1.,Una alteración genética ubicada en el gen GFPT1. ,JP: Translated to spanish using Bing Translator,Related to congenital myasthenic syndromes,,,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000001,,,,
PROMOT:0000014,GMPPB mutation,mutation du gène GMPPB,mutación del gen GMPPB,A sequence alteration located within the GMPPB gene,Une altération génétique située au niveau du gène GMPPB.,Una alteración genética ubicada en el gen GMPPB. ,JP: Translated to spanish using Bing Translator,Related to congenital myasthenic syndromes,,,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000001,,,,
PROMOT:1000001,found in,est trouvé avec,encontrado gracias a ,Indicates the source from which we found the class.,L’annotation indique la source qui justifie la présence de la classe dans le modèle.,La anotación indica la fuente que justifica la presencia de la clase en el modelo. ,JP: Translated to spanish using Bing Translator,,,,https://orcid.org/0009-0000-5160-7927,Annotation property,,,,xsd:string,
PROMOT:2000001,is used by,est utilisé par,es utilizado por ,"A relation between a device and a patient, where the patient uses an assistive equipment in order to move or to accomplish something, such as a task or an activity.","Une relation entre un appareil et un patient où le patient utilise l’appareil pour se déplacer, effectuer une action ou une activité.","Una relación entre un dispositivo y un paciente donde el paciente utiliza el dispositivo para moverse, realizar una acción o una actividad. ",JP: Translated to spanish using Bing Translator,,,,https://orcid.org/0009-0000-5160-7927,Object property,,,,PROMOT:0000025,
PROMOT:2000002,assesses,évalue,evalúa ,"A relation between an evaluation procedure and a patient, where the patient is assessed by an evaluation procedure, such as a test, a questionnaire or a scale.","Une relation entre une procédure et un patient où la procédure évalue le patient au moyen, par exemple, d’un test, d’un questionnaire ou d’une échelle.","Una relación entre un procedimiento y un paciente donde el procedimiento evalúa al paciente mediante, por ejemplo, una prueba, un cuestionario o una escala. ",JP: Translated to spanish using Bing Translator,,,,https://orcid.org/0009-0000-5160-7927,Object property,,,SNOMED:128927009,,
PROMOT:2000003,measures,mesure,,"A relation between an evaluation procedure and the entity measured by the procedure, such as a structure, a function, an activity or a participation.",,,,,,,,Object property,,,,,
PROMOT:2000004,has genetic mutation,,,A relation between an organism and a specific gene mutation existing in the organism genome. ,,,,,,,,Object property,,,OBI:0100026,PROMOT:0000001,
PROMOT:2000005,affects,,,,,,,,,,,Object property,,,HP:0000118,,
PROMOT:0000015,Phenotypically related anatomical entity,Entité anatomique liée à un phénotype,entidad anatómica relacionada con un fenotipo ,An anatomical entity related to a phenotype such that the anatomical entity is the location of the phenotype.,,,,"(JP : unsure, attention au lien avec les body structures)",,,"Paul Fabry, https://orcid.org/0009-0000-5160-7927",,FMA:62955|(RO:0000091 some HP:0000118),(FMA:62955 and (RO:0000091 some HP:0000118)),,,
PROMOT:0000016,Phenotypically related body structure,Structure anatomique liée à un phénotype,estructura corporala relacionada con un fenotipo ,A body structure related to a phenotype such that the body structure is the location of the phenotype.,,,,(JP: unsure about definition),,,"Paul Fabry, https://orcid.org/0009-0000-5160-7927",,WHOFIC:1626363729|(RO:0000091 some HP:0000118),(WHOFIC:1626363729 and (RO:0000091 some HP:0000118)),,,
PROMOT:0000017,Phenotypically related body function,Fonction organique liée à un phénotype,función corporala relacionada con un fenotipo ,A body function related to a phenotype such that the body function is impacted by the phenotype existence.,,,,(JP: unsure about definition),,,"Paul Fabry, https://orcid.org/0009-0000-5160-7927",,WHOFIC:567313968|(SIO:000001 some HP:0000118),(WHOFIC:567313968 and (SIO:000001 some HP:0000118)),,,
PROMOT:0000018,Activity or participation related body structure,Structure anatomique liée à une activité ou une participation,estructura corporala relacionada con una actividad o una participación,Body structure that affects an activity or a participation.,Une structure anatomique qui est impliquée dans une activité ou participation.,,,,,,https://orcid.org/0009-0000-5160-7927,,WHOFIC:1626363729|(RO:0002331 some WHOFIC:1394728112),(WHOFIC:1626363729 and (RO:0002331 some WHOFIC:1394728112)),,,
PROMOT:0000019,Activity or participation related body function,Fonction organique liée à une activité ou une participation,función corporala relacionada con una actividad o una participación,Body function that affects an activity or a participation.,Une fonction organique qui est impliquée dans une activité ou participation.,,,,,,https://orcid.org/0009-0000-5160-7927,,WHOFIC:567313968|(RO:0002331 some WHOFIC:1394728112),(WHOFIC:567313968 and (RO:0002331 some WHOFIC:1394728112)),,,
PROMOT:0000020,Phenotypically related procedure,Procédure liée à un phénotype,,,Une procédure qui diagnostique un phénotype,,,,,,https://orcid.org/0009-0000-5160-7927,,SNOMED:128927009|(PROMOT:2000003 some HP:0000118),(SNOMED:128927009 and (PROMOT:2000003 some HP:0000118)),,,
PROMOT:0000021,Body function related procedure,Procédure liée à une fonction organique,,,Une procédure qui évalue une fonction organique,,,,,,https://orcid.org/0009-0000-5160-7927,,SNOMED:128927009|(PROMOT:2000003 some WHOFIC:567313968),(SNOMED:128927009 and (PROMOT:2000003 some WHOFIC:567313968)),,,
PROMOT:0000022,Body structure related procedure,Procédure liée à un structure anatomique,,,Une procédure qui évalue une structure anatomique,,,,,,https://orcid.org/0009-0000-5160-7927,,SNOMED:128927009|(PROMOT:2000003 some WHOFIC:1626363729),(SNOMED:128927009 and (PROMOT:2000003 some WHOFIC:1626363729)),,,
PROMOT:0000023,Activity or participation related procedure,Procédure liée à une activité ou une participation,,,Une procédure qui évalue une activité ou participation,,,,,,https://orcid.org/0009-0000-5160-7927,,SNOMED:128927009|(PROMOT:2000003 some WHOFIC:1394728112),(SNOMED:128927009 and (PROMOT:2000003 some WHOFIC:1394728112)),,,
PROMOT:0000024,Body structure related anatomical entity,Entité anatomique liée à une structure anatomique,,,,,,,,,https://orcid.org/0009-0000-5160-7927,,FMA:62955|(RO:0001025 some WHOFIC:1626363729),(FMA:62955 and (RO:0001025 some WHOFIC:1626363729)),,,
PROMOT:0000025,patient,patient,Paciente ,A patient.,Un patient,Un paciente ,JP: Translated to spanish using Bing Translator,,,,https://orcid.org/0009-0000-5160-7927,,NCBITaxon:9606|(PROMOT:2000004 some PROMOT:0000001)|(SIO:000217 some SIO:010057)|(RO:0002200 some HP:0000118),,,,
PROMOT:0000026,abnormal disposition,disposition anormale,disposición anormal ,"A disposition that differs from the norm, such as a disease or a phenotypic abnormality","Une disposition qui dévie de la norme, comme une maladie ou une anormalité phénotypique,",,,(to validate),,,https://orcid.org/0009-0000-5160-7927,,BFO:0000016,,,,
PROMOT:0000027,statement,énoncé au sujet d’une entité,declaración sobre una entidad ,A statement about an entity such as a person or an process to state details about them.,Un énoncé au sujet d’une entité telle qu’une personne ou un processus qui apporte des informations à leur sujet.,Una declaración sobre una entidad como una persona o un proceso que brinda información sobre ellos. ,JP: Translated to spanish using Bing Translator,,,,https://orcid.org/0009-0000-5160-7927,,IAO:0000030,,,,
PROMOT:0000028,statement about a human,Énoncé concernant un être humain,Declaración sobre un ser humano,A statement that describe a human.,Un énoncé au sujet d’un être humain qui apporte des informations à son sujet.,,,,,,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000027,,,,
PROMOT:0000029,statement about a patient,énoncé concernant un patient,declaración sobre un paciente,A statement regarding a patient to state details about them.,Un énoncé au sujet d’un patient qui apporte des informations à son sujet.,Una declaración sobre un paciente que aporta información sobre él. ,JP: Translated to spanish using Bing Translator,,,,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000028,,,,
PROMOT:0000030,statement about a phenotype,énoncé concernant un phénotype,declaración sobre un fenotipo,A statement regarding a phenotype to state details about it.,Un énoncé au sujet d’un phénotype qui apporte des informations à son sujet.,Una declaración sobre un fenotipo que aporta información sobre él. ,JP: Translated to spanish using Bing Translator,,,"BIH-CEI rd-cdm: Repo for the ontology-based rare disease common data model harmonising international registry use, FHIR, and Phenopackets ",https://orcid.org/0009-0000-5160-7927,,PROMOT:0000027,,,,
PROMOT:0000031,statement about a procedure,énoncé au sujet d’une procédure,,A statement regarding a procedure to describe it.,Un énoncé au sujet d’un processus qui apporte des informations à son sujet.,Una declaración sobre un proceso que aporta información sobre él. ,JP: Translated to spanish using Bing Translator,,,,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000027,,,,
PROMOT:0000032,statement about a consent,,,,,,,,,,,,PROMOT:0000027,,,,
PROMOT:0000033,result of procedure,résultat d’une procédure,,A statement regarding the result of procedure.,,,,,,,https://orcid.org/0009-0000-5160-7927,,SNOMED:363787002,,,,
PROMOT:0000034,Date,Date,fecha ,Time indication that refers to a specific day and usually includes mention of the month and/or the year according to a specific calendar system.,Une indication de temps qui réfère à un jour spécifique et qui comprend habituellement la mention du mois et de l’année en fonction d’un système calendaire donné.,,,,,,https://orcid.org/0009-0000-5160-7927,,SNOMED:363787002,,,,
PROMOT:0000035,Date of assessment,,,,,,,,,,,,PROMOT:0000034,,,,
PROMOT:0000036,Date of resolution,date de résolution,Fecha de resolución ,The date when an abnormal disposition disapears such as a disease or a phenotypic abnormality.,"Une date à laquelle une disposition anormale, telle qu’une maladie ou un phénotype, cesse d’exister. ","Une date à laquelle une disposition anormale, telle qu’une maladie ou un phénotype, cesse d’exister. ",JP: Translated to spanish using Bing Translator,,,,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000034,,,,
PROMOT:0000037,Year of onset,,,,,,,,,,,,SNOMED:363787002,,,,
PROMOT:0000038,Year of birth,Année de naissance,año de nacimiento ,Time indication that refers to a specific year according to a specific calendar system.,Une indication de temps qui réfère à une année spécifique selon un système calendaire donné.,,,,,,https://orcid.org/0009-0000-5160-7927,,SNOMED:363787002,,,,
PROMOT:0000039,Year of diagnosis,,,,,,,,,,,,SNOMED:363787002,,,,
PROMOT:0000040,Year of death,,,,,,,,,,,,SNOMED:363787002,,,,
PROMOT:0000041,Age,,,,,,,,,,,,SNOMED:363787002,,,,
PROMOT:0000042,Age at death,,,,,,,,,,,,SNOMED:363787002,,,,
PROMOT:0000043,Age Category,tranche d’âge,grupo de edad ,,,,,"Graefe, A.S.L., Hübner, M.R., Rehburg, F. et al. An ontology-based rare disease common data model harmonising international registries, FHIR, and Phenopackets. Sci Data 12, 234 (2025). https://doi.org/10.1038/s41597-025-04558-z",,HP:0003674,,,SNOMED:363787002,,,,
PROMOT:0000044,Adulthood,âge adulte,edad adulta ,Age category including people of 16 years old and above.,Une tranche d’âge incluant les personnes de 16 ans et plus.,Un grupo de edad que incluye a las personas de 16 años y más. ,JP: Translated to spanish using Bing Translator,,HP:0003581,HP:0003674,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000043,,,,
PROMOT:0000045,Late adulthood,âge avancé,edad avanzada ,Age category including people of 60 years old and above.,Une tranche d’âge incluant les personnes de 60 ans et plus.,Un grupo de edad que incluye a las personas de 60 años y más. ,JP: Translated to spanish using Bing Translator,,HP:0003584,HP:0003674,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000044,,,,
PROMOT:0000046,Middle adulthood,âge moyen,edad media ,Age category including people between 40 and 59 years old (inclusive).,Une tranche d’âge incluant les personnes de 40 à 59 ans inclus.,Un grupo de edad que incluye a las personas de 40 a 59 años incluidos. ,JP: Translated to spanish using Bing Translator,,,HP:0003674,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000044,,,,
PROMOT:0000047,Young adulthood,jeune adulte,joven adulto ,Age category including people between 16 and 39 years old (inclusive).,Une tranche d’âge incluant les personnes entre 16 et 39 ans inclus.,Un grupo de edad que incluye a las personas de 16 a 39 años incluidos. ,JP: Translated to spanish using Bing Translator,,,HP:0003674,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000044,,,,
PROMOT:0000048,Early young adulthood,début de l’âge adulte,,Age category including people between 16 and 18 years old (inclusive).,Une tranche d’âge incluant les personnes entre 16 et 18 ans inclus.,Un grupo de edad que incluye a las personas de 16 a 18 años incluidos. ,JP: Translated to spanish using Bing Translator,,,HP:0003674,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000047,,,,
PROMOT:0000049,Intermediate young adulthood,âge intermédiaire,edad intermedia ,Age category including people between 19 and 24 years old (inclusive).,Une tranche d’âge incluant les personnes entre 19 et 24 ans inclus.,Un grupo de edad que incluye a las personas de 19 a 24 años incluidos. ,JP: Translated to spanish using Bing Translator,,,HP:0003674,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000047,,,,
PROMOT:0000050,Late young adulthood,fin du début de l’âge adulte ,,Age category including people between 25 and 39 years old (inclusive).,Une tranche d’âge incluant les personnes entre 25 et 39 ans inclus.,Un grupo de edad que incluye a las personas de 25 a 39 años incluidos. ,JP: Translated to spanish using Bing Translator,"This term includes the full 19th year of age up to the completed 25th year of age (i.e., less than the 25th birthday). [from: HP:0025709]",HP:0025709,HP:0003674,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000047,,,,
PROMOT:0000051,Antenatal age,âge anténatal,,Age category prior to birth,Une tranche d’âge ,,,"This term includes the full 25th year of age up to the completed 40th year of age (i.e., less than the 40th birthday). [from: HP:0025710]",HP:0025710,HP:0003674,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000043,,,,
PROMOT:0000052,Embryonal,âge embryonnaire,,Category up to 8 weeks following fertilization (corresponding to 10 weeks of gestation).,,,,,,HP:0003674,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000051,,,,
PROMOT:0000053,Fetal,âge foetal,,Age prior to birth but after 8 weeks of embryonic development (corresponding to a gestational age of 10 weeks).,,,,,,HP:0003674,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000051,,,,
PROMOT:0000054,Late first trimester,âge vers la fin du premier trimestre de grossesse,,"Category prior to birth in the first trimester during the early fetal period, which is defined as 11 0/7 to 13 6/7 weeks of gestation (inclusive).",,,,,,HP:0003674,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000053,,,,
PROMOT:0000055,Second trimester,âge compris dans le second trimestre de grossesse,,"Category prior to birth during the second trimester, which comprises the range of gestational ages from 14 0/7 weeks to 27 6/7 (inclusive).",,,,,,HP:0003674,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000053,,,,
PROMOT:0000056,Third trimester,âge compris dans le troisième trimestre de grossesse,,"Category prior to birth during the third trimester, which is defined as 28 weeks and zero days (28+0) of gestation and beyond.",,,,,,HP:0003674,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000053,,,,
PROMOT:0000057,Congenital,âge correspondant à la naissance,,Time of birth,,,,,,HP:0003674,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000043,,,,
PROMOT:0000058,Neonatal age,âge néonatal,,Age within the first 28 days of life.,,,,,,HP:0003674,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000043,,,,
PROMOT:0000059,Pediatric age,âge pédiatrique,,"Age category before adulthood, defined here as before the age of 16 years, but excluding neonatal or congenital onset. It includes people from the age of ",,,,,,HP:0003674,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000043,,,,
PROMOT:0000060,Childhood,Âge compris dans l’enfance,infancia ,Age category including people from 1 to 4 years old (inclusive).,Une tranche d’âge incluant les personnes de 1 à 4 ans inclus.,Un grupo de edad que incluye a las personas de 1 a 4 años incluidos. ,JP: Translated to spanish using Bing Translator,This term refers to ages up to but not including the fifth birthday (see Juvenile onset). [from: HP:0011463],HP:0011463,HP:0003674,https://orcid.org/0009-0000-5160-7927,,PROMOT:0000059,,,,
