ID	Label EN	Definition EN	Label FR	Definition FR	Label ES	Definition ES	Commentaire	Commentaire	Definition Source	See Also	Editor	Annotation	Type	Parent Class	Equivalent Class	Domain	Range	Individual has value
PROMOT:1000001	found in	Indicates the source from which we found the class.	est trouvé avec	L’annotation indique la source qui justifie la présence de la classe dans le modèle.	encontrado gracias a	La anotación indica la fuente que justifica la presencia de la clase en el modelo. 	JP: Translated to spanish using Bing Translator				https://orcid.org/0009-0000-5160-7927		Annotation property				xsd:string	
PROMOT:2000001	is used by	A relation between an assistive device and a patient, where the patient uses the device in order to move or to accomplish something, such as a task or an activity.	est utilisé par	Une relation entre un appareil et un patient où le patient utilise l’appareil pour se déplacer, effectuer une action ou une activité.	es utilizado por 	Una relación entre un dispositivo y un paciente donde el paciente utiliza el dispositivo para moverse, realizar una acción o una actividad. 	JP: Translated to spanish using Bing Translator				https://orcid.org/0009-0000-5160-7927		Object property				PROMOT:0000025	
PROMOT:2000002	assesses	A relation between an evaluation procedure and a patient, where the patient is assessed by an evaluation procedure, such as a test, a questionnaire or a scale.	évalue	Une relation entre une procédure d’évaluation et une entité, tel qu’un patient ou un phénotype, où la procédure évalue l’entité. La procédure peut par exemple évaluer un patient au moyen d’un test encadré par un ou une professionnelle de santé ou d’un questionnaire autorapporté.	evalúa 	Una relación entre un procedimiento y un paciente donde el procedimiento evalúa al paciente mediante, por ejemplo, una prueba, un cuestionario o una escala. 	JP: Translated to spanish using Bing Translator				https://orcid.org/0009-0000-5160-7927		Object property			SNOMED:128927009		
PROMOT:2000003	measures	A relation between an evaluation procedure and the entity measured by the procedure, such as a structure, a function, an activity or a participation.	mesure	Une relation entre une procédure d’évaluation et l’entité qu’elle mesure							https://orcid.org/0009-0000-5160-7927		Object property					
PROMOT:2000004	has genetic mutation	A relation between an organism and a specific gene mutation existing in the organism genome.	est porteur d’une mutation	Une relation entre un organisme et une mutation génétique présente dans le génome de cet organisme.							https://orcid.org/0009-0000-5160-7927		Object property			SIO:010000	PROMOT:0000001	
PROMOT:2000005	affects	A relation between two entity where the first entity affects the state of the second entity.	affecte	Une relation entre deux entités ou l’existence de la première affecte l’état de la seconde.							https://orcid.org/0009-0000-5160-7927		Object property			HP:0000118		
PROMOT:2000006	is unique identifier for		est l’identifiant unique pour	Une relation entre un identifiant et l’entité qu’il identifie. Il ne peut identifier que l’entité en question.			Xref SIO:000674				https://orcid.org/0009-0000-5160-7927		Object property					
PROMOT:2000007	has output		a comme résultat	Un relation entre un process et le résultat produit par celui-ci.			Xref SIO:000229				https://orcid.org/0009-0000-5160-7927		Object property					
PROMOT:0000015	Phenotypically related anatomical entity	An anatomical entity related to a phenotype such that the anatomical entity is the location of the phenotype.	Entité anatomique liée à un phénotype	Une entité anatomique qui peut avoir pour disposition un phénotype	entidad anatómica relacionada con un fenotipo 			(JP : unsure, attention au lien avec les body structures)			Paul Fabry, https://orcid.org/0009-0000-5160-7927			FMA:62955|(SIO:000235 some HP:0000118)	(FMA:62955 and (SIO:000235 some HP:0000118))			
PROMOT:0000016	Phenotypically related body structure	A body structure related to a phenotype such that the body structure is the location of the phenotype.	Structure anatomique liée à un phénotype	Une structure anatomique qui est la localisation d’un phénotype.	estructura corporala relacionada con un fenotipo 			(JP: unsure about definition)			Paul Fabry, https://orcid.org/0009-0000-5160-7927			ICF:1626363729|(SIO:000235 some HP:0000118)	(ICF:1626363729 and (SIO:000235 some HP:0000118))			
PROMOT:0000017	Phenotypically related body function	A body function related to a phenotype such that the body function is impacted by the phenotype existence.	Fonction organique liée à un phénotype	Une fonction organique qui peut être affectée par un phénotype.	función corporala relacionada con un fenotipo 			(JP: unsure about definition)			Paul Fabry, https://orcid.org/0009-0000-5160-7927			ICF:567313968|(SIO:000001 some HP:0000118)	(ICF:567313968 and (SIO:000001 some HP:0000118))			
PROMOT:0000018	Activity or participation related body structure	Body structure that affects an activity or a participation.	Structure anatomique liée à une activité ou une participation	Une structure anatomique qui est impliquée dans une activité ou participation.	estructura corporala relacionada con una actividad o una participación						https://orcid.org/0009-0000-5160-7927			ICF:1626363729|(RO:0002331 some ICF:1394728112)	(ICF:1626363729 and (RO:0002331 some ICF:1394728112))			
PROMOT:0000019	Activity or participation related body function	Body function that affects an activity or a participation.	Fonction organique liée à une activité ou une participation	Une fonction organique qui est impliquée dans une activité ou participation.	función corporala relacionada con una actividad o una participación						https://orcid.org/0009-0000-5160-7927			ICF:567313968|(RO:0002331 some ICF:1394728112)	(ICF:567313968 and (RO:0002331 some ICF:1394728112))			
PROMOT:0000020	Phenotypically related procedure		Procédure liée à un phénotype	Une procédure qui diagnostique un phénotype							https://orcid.org/0009-0000-5160-7927			SNOMED:128927009|(PROMOT:2000002 some HP:0000118)	(SNOMED:128927009 and (PROMOT:2000002 some HP:0000118))			
PROMOT:0000021	Body function related procedure		Procédure liée à une fonction organique	Une procédure qui évalue une fonction organique							https://orcid.org/0009-0000-5160-7927			SNOMED:128927009|(PROMOT:2000002 some ICF:567313968)	(SNOMED:128927009 and (PROMOT:2000002 some ICF:567313968))			
PROMOT:0000022	Body structure related procedure		Procédure liée à un structure anatomique	Une procédure qui évalue une structure anatomique							https://orcid.org/0009-0000-5160-7927			SNOMED:128927009|(PROMOT:2000002 some ICF:1626363729)	(SNOMED:128927009 and (PROMOT:2000002 some ICF:1626363729))			
PROMOT:0000023	Activity or participation related procedure		Procédure liée à une activité ou une participation	Une procédure qui évalue une activité ou participation							https://orcid.org/0009-0000-5160-7927			SNOMED:128927009|(PROMOT:2000002 some ICF:1394728112)	(SNOMED:128927009 and (PROMOT:2000002 some ICF:1394728112))			
PROMOT:0000024	Body structure related anatomical entity		Entité anatomique liée à une structure anatomique								https://orcid.org/0009-0000-5160-7927			FMA:62955|(SIO:000061 some ICF:1626363729)	(FMA:62955 and (SIO:000061 some ICF:1626363729))			
PROMOT:0000025	patient	A patient.	patient	Un patient	Paciente	Un paciente	JP: Translated to spanish using Bing Translator				https://orcid.org/0009-0000-5160-7927			NCBITaxon:9606|(PROMOT:2000004 some PROMOT:0000001)|(SIO:000217 some SIO:010057)|(RO:0002200 some HP:0000118)				
PROMOT:0000026	abnormal disposition	A disposition that differs from the norm, such as a disease or a phenotypic abnormality	disposition anormale	Une disposition qui dévie de la norme, comme une maladie ou une anormalité phénotypique,	disposición anormal 			(to validate)			https://orcid.org/0009-0000-5160-7927			BFO:0000016				
PROMOT:0000027	statement	A statement about an entity such as a person or an process to state details about them.	énoncé au sujet d’une entité	Un énoncé au sujet d’une entité telle qu’une personne ou un processus qui apporte des informations à leur sujet.	declaración sobre una entidad 	Una declaración sobre una entidad como una persona o un proceso que brinda información sobre ellos. 	JP: Translated to spanish using Bing Translator				https://orcid.org/0009-0000-5160-7927			IAO:0000030				
PROMOT:0000028	statement about a human	A statement that describe a human.	Énoncé concernant un être humain	Un énoncé au sujet d’un être humain qui apporte des informations à son sujet.	Declaración sobre un ser humano						https://orcid.org/0009-0000-5160-7927			PROMOT:0000027				
PROMOT:0000029	statement about a patient	A statement regarding a patient to state details about them.	énoncé concernant un patient	Un énoncé au sujet d’un patient qui apporte des informations à son sujet.	declaración sobre un paciente	Una declaración sobre un paciente que aporta información sobre él. 	JP: Translated to spanish using Bing Translator				https://orcid.org/0009-0000-5160-7927			PROMOT:0000028				
PROMOT:0000030	statement about a phenotype	A statement regarding a phenotype to state details about it.	énoncé concernant un phénotype	Un énoncé au sujet d’un phénotype qui apporte des informations à son sujet.	declaración sobre un fenotipo	Una declaración sobre un fenotipo que aporta información sobre él. 	JP: Translated to spanish using Bing Translator	BIH-CEI rd-cdm: Repo for the ontology-based rare disease common data model harmonising international registry use, FHIR, and Phenopackets 			https://orcid.org/0009-0000-5160-7927			PROMOT:0000027				
PROMOT:0000031	statement about a procedure	A statement regarding a procedure to describe it.	énoncé au sujet d’une procédure	Un énoncé au sujet d’un processus qui apporte des informations à son sujet.	declaración sobre un fenotipo	Una declaración sobre un proceso que aporta información sobre él. 	JP: Translated to spanish using Bing Translator				https://orcid.org/0009-0000-5160-7927			PROMOT:0000027				
PROMOT:0000032	statement about a consent	A statement regarding a consent to describe it.	énoncé concernant un consentement		declaración sobre un consentimiento  						https://orcid.org/0009-0000-5160-7927			PROMOT:0000027				
PROMOT:0000033	result of procedure	A statement regarding the result of procedure.	résultat d’une procédure		resultado de un proceso 						https://orcid.org/0009-0000-5160-7927			SNOMED:363787002				
PROMOT:0000034	Date	Time indication that refers to a specific day and usually includes mention of the month and/or the year according to a specific calendar system.	Date	Une indication de temps qui réfère à un jour spécifique et qui comprend habituellement la mention du mois et de l’année en fonction d’un système calendaire donné.	fecha 						https://orcid.org/0009-0000-5160-7927			SNOMED:363787002				
PROMOT:0000035	Date of assessment		date d’identification	date à laquelle un phénotype a été identifié via une procédure médicale							https://orcid.org/0009-0000-5160-7927			PROMOT:0000034				
PROMOT:0000036	Date of resolution	The date when an abnormal disposition disapears such as a disease or a phenotypic abnormality.	date de résolution	Une date à laquelle une disposition anormale, telle qu’une maladie ou un phénotype, cesse d’exister. 	Fecha de resolución 	Une date à laquelle une disposition anormale, telle qu’une maladie ou un phénotype, cesse d’exister. 	JP: Translated to spanish using Bing Translator				https://orcid.org/0009-0000-5160-7927			PROMOT:0000034				
PROMOT:0000037	Year of onset		Année d’apparition								https://orcid.org/0009-0000-5160-7927			SNOMED:363787002				
PROMOT:0000038	Year of birth	Time indication that refers to a specific year according to a specific calendar system.	Année de naissance	Une indication de temps qui réfère à une année spécifique selon un système calendaire donné.	año de nacimiento 						https://orcid.org/0009-0000-5160-7927			SNOMED:363787002				
PROMOT:0000039	Year of diagnosis		Année de diagnostic								https://orcid.org/0009-0000-5160-7927			SNOMED:363787002				
PROMOT:0000040	Year of death		Année de décès	Année à laquelle une							https://orcid.org/0009-0000-5160-7927			SNOMED:363787002				
PROMOT:0000041	Age		Age	Il s’agit du nombre d’années écoulées depuis la naissance d’une personne.							https://orcid.org/0009-0000-5160-7927			SNOMED:363787002				
PROMOT:0000042	Age at death		Age au moment du décès	Age à laquelle une personne est décédée							https://orcid.org/0009-0000-5160-7927			SNOMED:363787002				
PROMOT:0000043	Age Category		tranche d’âge	Un interval fini d’années représentant l’âge d’une personne	grupo de edad			Graefe, A.S.L., Hübner, M.R., Rehburg, F. et al. An ontology-based rare disease common data model harmonising international registries, FHIR, and Phenopackets. Sci Data 12, 234 (2025). https://doi.org/10.1038/s41597-025-04558-z		HP:0003674	https://orcid.org/0009-0000-5160-7927			SNOMED:363787002				
PROMOT:0000044	Adulthood	Age category including people of 16 years old and above.	âge adulte	Une tranche d’âge incluant les personnes de 16 ans et plus.	edad adulta	Un grupo de edad que incluye a las personas de 16 años y más. 	JP: Translated to spanish using Bing Translator		HP:0003581	HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000043				
PROMOT:0000045	Late adulthood	Age category including people of 60 years old and above.	âge avancé	Une tranche d’âge incluant les personnes de 60 ans et plus.	edad avanzada	Un grupo de edad que incluye a las personas de 60 años y más. 	JP: Translated to spanish using Bing Translator		HP:0003584	HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000044				
PROMOT:0000046	Middle adulthood	Age category including people between 40 and 59 years old (inclusive).	âge moyen	Une tranche d’âge incluant les personnes de 40 à 59 ans inclus.	edad media	Un grupo de edad que incluye a las personas de 40 a 59 años incluidos. 	JP: Translated to spanish using Bing Translator			HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000044				
PROMOT:0000047	Young adulthood	Age category including people between 16 and 39 years old (inclusive).	jeune adulte	Une tranche d’âge incluant les personnes entre 16 et 39 ans inclus.	joven adulto	Un grupo de edad que incluye a las personas de 16 a 39 años incluidos. 	JP: Translated to spanish using Bing Translator			HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000044				
PROMOT:0000048	Early young adulthood	Age category including people between 16 and 18 years old (inclusive).	début de l’âge adulte	Une tranche d’âge incluant les personnes entre 16 et 18 ans inclus.		Un grupo de edad que incluye a las personas de 16 a 18 años incluidos. 	JP: Translated to spanish using Bing Translator			HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000047				
PROMOT:0000049	Intermediate young adulthood	Age category including people between 19 and 24 years old (inclusive).	âge intermédiaire	Une tranche d’âge incluant les personnes entre 19 et 24 ans inclus.	edad intermedia	Un grupo de edad que incluye a las personas de 19 a 24 años incluidos. 	JP: Translated to spanish using Bing Translator			HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000047				
PROMOT:0000050	Late young adulthood	Age category including people between 25 and 39 years old (inclusive).	fin du début de l’âge adulte	Une tranche d’âge incluant les personnes entre 25 et 39 ans inclus.		Un grupo de edad que incluye a las personas de 25 a 39 años incluidos. 	JP: Translated to spanish using Bing Translator	This term includes the full 19th year of age up to the completed 25th year of age (i.e., less than the 25th birthday). [from: HP:0025709]	HP:0025709	HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000047				
PROMOT:0000051	Antenatal age	Age category prior to birth	âge anténatal	Une tranche d’âge				This term includes the full 25th year of age up to the completed 40th year of age (i.e., less than the 40th birthday). [from: HP:0025710]	HP:0025710	HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000043				
PROMOT:0000052	Embryonal	Category up to 8 weeks following fertilization (corresponding to 10 weeks of gestation).	âge embryonnaire							HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000051				
PROMOT:0000053	Fetal	Age prior to birth but after 8 weeks of embryonic development (corresponding to a gestational age of 10 weeks).	âge foetal							HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000051				
PROMOT:0000054	Late first trimester	Category prior to birth in the first trimester during the early fetal period, which is defined as 11 0/7 to 13 6/7 weeks of gestation (inclusive).	âge vers la fin du premier trimestre de grossesse							HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000053				
PROMOT:0000055	Second trimester	Category prior to birth during the second trimester, which comprises the range of gestational ages from 14 0/7 weeks to 27 6/7 (inclusive).	âge compris dans le second trimestre de grossesse							HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000053				
PROMOT:0000056	Third trimester	Category prior to birth during the third trimester, which is defined as 28 weeks and zero days (28+0) of gestation and beyond.	âge compris dans le troisième trimestre de grossesse							HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000053				
PROMOT:0000057	Congenital	Time of birth	âge correspondant à la naissance							HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000043				
PROMOT:0000058	Neonatal age	Age within the first 28 days of life.	âge néonatal							HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000043				
PROMOT:0000059	Pediatric age	Age category before adulthood, defined here as before the age of 16 years, but excluding neonatal or congenital onset. It includes people from the age of	âge pédiatrique							HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000043				
PROMOT:0000060	Childhood	Age category including people from 1 to 4 years old (inclusive).	Âge compris dans l’enfance	Une tranche d’âge incluant les personnes de 1 à 4 ans inclus.	infancia	Un grupo de edad que incluye a las personas de 1 a 4 años incluidos. 	JP: Translated to spanish using Bing Translator	This term refers to ages up to but not including the fifth birthday (see Juvenile onset). [from: HP:0011463]	HP:0011463	HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000059				
PROMOT:0000061	Infantile age	Age category including people from 28 days to 1 year old.	âge infantile	Une tranche d’âge incluant les personnes de 28 jours à 1 an inclus.	edad infantil					HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000059				
PROMOT:0000062	Juvenile age	Age category including people between 5 and 15 years old (inclusive).	âge juvénile	Une tranche d’âge incluant les personnes entre 5 et 15 ans inclus.	edad juvenil	Un grupo de edad que incluye a las personas de 5 a 15 años incluidos. 	JP: Translated to spanish using Bing Translator			HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000059				
PROMOT:0000063	Perimenopausal age	Age category including people undergoing perimenopause.	âge périménopausal	Une tranche d’âge contenant tous les âges associés à la périménopause.	edad perimenopáusica 					HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000043				
PROMOT:0000064	Postmenopausal age	Age category including people undergoing postmenopause.	âge postménopausal	Une tranche d’âge contenant tous les âges associés à la postménopause.	edad posmenopáusica 					HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000043				
